ISBN,Title,Author,Date Published,MSRP,New,Used
9781591147053,Rebuilding The Royal Navy: Warship Design Since 1945,D. K. Brown,2004,59.95,120.16,84.85
9780947554453,"Task Force 57: The British Pacific Fleet, 1944-45",Peter C. Smith,1994,0.00,0.0,58.87
9781848320772,Historical Dreadnoughts: Marder and Roskill,"Gough, Barry",2022,0.00,46.81,39.53
9781785210686,Dreadnought Battleship Manual (Haynes Manuals),"McNab, Chris",2016,39.95,43.91,39.34
9781591146025,"Nelson to Vanguard: Warship Design and Development, 1923-1945","Brown, D. K.",2006,50.67,76.95,35.91
9781557509291,"Building the Kaiser's Navy: The Imperial Navy Office and German Industry in the Tirpitz Era, 1890-1919","Weir, Gary E.",1992,39.95,82.44,34.44
9781861760869,"Foundations of Naval History: John Knox Laughton, The Royal Navy And The Historical Profession","Lambert, Andrew",2006,45,64.0,31.55
9781557509161,"Grave of a Dozen Schemes: British Naval Planning and the War Against Japan, 1943-1945","Willmott, H. P.",1996,39.95,155.43,29.96
9780700616695,"Allies against the Rising Sun: The United States, the British Nations, and the Defeat of Imperial Japan (Modern War Studies (Hardcover))",Nicholas Evan Sarantakes,2009,39.95,29.99,29.95
9781848323216,Jutland: The Unfinished Battle: A Personal History of a Naval Controversy,"Jellicoe, Nick",2016,0.00,63.94,25.67
9781848320857,"The Grand Fleet: Warship Design and Development, 1906-1922","Brown, D. K.",2010,32.95,99.95,25.66
9781844158577,The Age of Invincible: The Ship that Defined the Modern Royal Navy,"Childs, Nick",2019,39.99,39.99,24.49
9781557502131,Birth Of The Battleship: British Capital Ship Design 1870-1881,John Beeler,2001,55,73.95,21.07
9780850527650,Churchill's Anchor,"Brodhurst, Robin",2001,36.95,241.62,21.0
9781591140443,The British Pacific Fleet: The Royal Navy's Most Powerful Strike Force,"Hobbs, David",2011,34.95,103.51,18.82
9781591141921,"The Great War at Sea: A Naval Atlas, 1914–1919","Faulkner, Marcus",2015,75.95,54.45,17.9
