ISBN,Title,Author,Date Published,MSRP,New,Used
9781848321007,"Naval Weapons of World War One: Guns, Torpedoes, Mines, and ASW Weapons of All Nations: An Illustrated Directory","Friedman, Norman",2011,85,350.0,108.23
9788362878802,The Battleship HMS King George V (TopDrawings),"Koszela, Witold",2013,0.00,28.19,62.07
9781591140528,British Battleships 1919-1945: New Revised Edition,"Burt, R A.",2012,0.00,106.18,55.98
9781591149156,British Battlecruisers 1905-1920,"Roberts, John",2016,0.00,56.62,49.49
9781591140399,The Battleship Warspite (Anatomy of the Ship),"Watton, Ross",2002,346.01,0.0,49.49
9781591141884,"Fighting the Great War at Sea: Strategy, Tactics and Technology",Norman Friedman,2014,0.00,108.68,39.9
9781591147756,British and Commonwealth Warship Camouflage of WWII: Volume II: Battleships & Aircraft Carriers,"Wright, Malcolm George",2015,64.95,133.69,38.8
9781848323445,The Battleship Holiday: The Naval Treaties and Capital Ship Design,"Stern, Robert C.",2017,48.95,27.82,28.44
9781904459569,The Royal Navy 1914-1918,"Vicary, Adrian",,0.00,0.0,27.83
9780870215247,"American Battleships, 1886-1923: Predreadnought Design and Construction",John C. Reilly Jr.,1980,39.95,112.12,26.99
9781591140276,The Battleship Builders: Constructing and Arming British Capital Ships,"Johnston, Ian",2013,68.95,126.59,24.9
9780304358922,"Jutland, 1916: Clash of the Titans","Steel, Nigel",2003,29.95,69.0,23.98
9781591145554,Naval Firepower: Battleship Guns and Gunnery in the Dreadnaught Era,Norman Friedman,2008,69.95,172.86,22.0
9781854095244,King George V Class Battleships,V.e. Tarrant,2000,27.95,49.75,20.99
9781848322486,"The Battlecruiser HMS Hood: An Illustrated Biography, 1916–1941","Taylor, Bruce",2015,0.00,29.41,20.74
9781557509154,"War at Sea, 1939-1945","Rohwer, Jurgen",1996,45,61.9,19.8
9781904459309,Moving Bases,"Hobbs, David",2007,39.77,42.38,18.21
9780870212987,"Iowa Class Battleships. Their Design, Weapons & Equipment","Sumrall, Robert F.",1988,48.46,80.31,15.23
9781591148449,Strike from the Sea: The Royal Navy and US Navy at War in the Middle East,"Ballantyne, Iain",2023,39.95,29.49,15.13
9781557502209,"British Warships of the Second World War (Blueprint Series (Annapolis, MD.))","Roberts, John",2001,45,23.99,14.61
9780850598605,Encyclopaedia of the Modern Royal Navy: Including the Fleet Air Arm and Royal Marines,"Beaver, Paul",1987,17.88,105.6,11.85
9781591145844,"Ships for All Nations: John Brown & Company Clydebank, 1847–1971","Johnston, Ian",2015,0.00,32.95,11.67
9781848322097,Germany’s High Sea Fleet in the World War,"Scheer, Admiral Reinhard",2014,0.00,11.68,11.48
9781840675306,Battlecruisers (Shipshape),"Roberts, John",2004,22.99,28.92,11.3
9781472809506,German Commerce Raiders 1914–18 (New Vanguard),"Noppen, Ryan K.",2015,0.00,12.61,10.96
